annual_collision_p,acpl,f_rem_risk,f_res_risk,f_risk_red,false_alarm_rate,man_rate,rem_risk,res_risk,risk_red,sma,d_ref,scaling_factor
0.01003,0.1,0.997312,0.975883,0.0241169,0.819587,0.000149386,0.0100003,0.00109057,2.69512e-05,7278.137,0.3,1.0
0.006233,1e-09,0.895378,0.0,1.0,0.999976,27.6383,0.00558087,0.0,0.000652107,7378.137,0.3,1.0
0.006233,7.7e-09,0.895382,0.0,1.0,0.999967,19.913,0.0055809,0.0,0.000652081,7378.137,0.3,1.0
0.006233,6e-08,0.895414,0.0,1.0,0.999946,12.1425,0.0055811,0.0,0.000651883,7378.137,0.3,1.0
0.006233,4.6e-07,0.895656,0.00179531,0.998205,0.999854,4.44064,0.00558261,1.16972e-06,0.000650372,7378.137,0.3,1.0
0.006233,3.6e-06,0.896103,0.0060715,0.993928,0.999653,1.86641,0.00558539,3.95584e-06,0.000647586,7378.137,0.3,1.0
0.006233,2.8e-05,0.897967,0.0239019,0.976098,0.999212,0.807119,0.00559701,1.55731e-05,0.000635969,7378.137,0.3,1.0
0.006233,0.00022,0.904545,0.0868329,0.913167,0.998075,0.309141,0.00563801,5.65753e-05,0.000594967,7378.137,0.3,1.0
0.006233,0.0017,0.929075,0.321499,0.678501,0.991948,0.0549018,0.00579091,0.00020947,0.000442072,7378.137,0.3,1.0
0.006233,0.013,0.959836,0.615769,0.384231,0.960986,0.00641678,0.00598264,0.000401199,0.000250343,7378.137,0.3,1.0
0.006233,0.1,0.989064,0.895379,0.104621,0.843136,0.000434547,0.00616482,0.000583377,6.81649e-05,7378.137,0.3,1.0
